序号,类别,名称,控件ID,行,列,x_mm,y_mm,形状,半径_mm,宽度_mm,高度_mm,备注
451,界面控件,试剂_S44_孔位Z参数面板,svg-reagent-s44-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
452,界面控件,试剂_S44_液体类型,svg-reagent-s44-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
453,界面控件,试剂_S44_Z-Travel安全移动高度,svg-reagent-s44-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
454,界面控件,试剂_S44_Z-Start探液高度,svg-reagent-s44-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
455,界面控件,试剂_S44_Z-End针尖最大下降深度,svg-reagent-s44-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
456,界面控件,试剂_S44_Z-Dispens吸液/排液高度,svg-reagent-s44-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
457,界面控件,试剂_S44_通道移液面板,svg-reagent-s44-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
458,界面控件,试剂_S44_移液孔位,svg-reagent-s44-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
459,界面控件,试剂_S44_移液液量,svg-reagent-s44-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
460,界面控件,试剂_S44_控制针,svg-reagent-s44-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
461,界面控件,试剂_S54_条码ROI面板,svg-reagent-s54-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
462,界面控件,试剂_S54_ROI Left,svg-reagent-s54-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
463,界面控件,试剂_S54_ROI Top,svg-reagent-s54-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
464,界面控件,试剂_S54_ROI Width,svg-reagent-s54-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
465,界面控件,试剂_S54_ROI Height,svg-reagent-s54-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
466,界面控件,试剂_S54_孔位Z参数面板,svg-reagent-s54-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
467,界面控件,试剂_S54_液体类型,svg-reagent-s54-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
468,界面控件,试剂_S54_Z-Travel安全移动高度,svg-reagent-s54-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
469,界面控件,试剂_S54_Z-Start探液高度,svg-reagent-s54-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
470,界面控件,试剂_S54_Z-End针尖最大下降深度,svg-reagent-s54-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
471,界面控件,试剂_S54_Z-Dispens吸液/排液高度,svg-reagent-s54-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
472,界面控件,试剂_S54_通道移液面板,svg-reagent-s54-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
473,界面控件,试剂_S54_移液孔位,svg-reagent-s54-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
474,界面控件,试剂_S54_移液液量,svg-reagent-s54-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
475,界面控件,试剂_S54_控制针,svg-reagent-s54-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
476,界面控件,试剂_S15_条码ROI面板,svg-reagent-s15-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
477,界面控件,试剂_S15_ROI Left,svg-reagent-s15-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
478,界面控件,试剂_S15_ROI Top,svg-reagent-s15-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
479,界面控件,试剂_S15_ROI Width,svg-reagent-s15-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
480,界面控件,试剂_S15_ROI Height,svg-reagent-s15-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
481,界面控件,试剂_S15_孔位Z参数面板,svg-reagent-s15-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
482,界面控件,试剂_S15_液体类型,svg-reagent-s15-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
483,界面控件,试剂_S15_Z-Travel安全移动高度,svg-reagent-s15-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
484,界面控件,试剂_S15_Z-Start探液高度,svg-reagent-s15-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
485,界面控件,试剂_S15_Z-End针尖最大下降深度,svg-reagent-s15-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
486,界面控件,试剂_S15_Z-Dispens吸液/排液高度,svg-reagent-s15-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
487,界面控件,试剂_S15_通道移液面板,svg-reagent-s15-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
488,界面控件,试剂_S15_移液孔位,svg-reagent-s15-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
489,界面控件,试剂_S15_移液液量,svg-reagent-s15-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
490,界面控件,试剂_S15_控制针,svg-reagent-s15-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
491,界面控件,试剂_S25_条码ROI面板,svg-reagent-s25-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
492,界面控件,试剂_S25_ROI Left,svg-reagent-s25-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
493,界面控件,试剂_S25_ROI Top,svg-reagent-s25-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
494,界面控件,试剂_S25_ROI Width,svg-reagent-s25-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
495,界面控件,试剂_S25_ROI Height,svg-reagent-s25-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
496,界面控件,试剂_S25_孔位Z参数面板,svg-reagent-s25-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
497,界面控件,试剂_S25_液体类型,svg-reagent-s25-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
498,界面控件,试剂_S25_Z-Travel安全移动高度,svg-reagent-s25-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
499,界面控件,试剂_S25_Z-Start探液高度,svg-reagent-s25-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
500,界面控件,试剂_S25_Z-End针尖最大下降深度,svg-reagent-s25-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
501,界面控件,试剂_S25_Z-Dispens吸液/排液高度,svg-reagent-s25-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
502,界面控件,试剂_S25_通道移液面板,svg-reagent-s25-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
503,界面控件,试剂_S25_移液孔位,svg-reagent-s25-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
504,界面控件,试剂_S25_移液液量,svg-reagent-s25-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
505,界面控件,试剂_S25_控制针,svg-reagent-s25-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
506,界面控件,试剂_S35_条码ROI面板,svg-reagent-s35-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
507,界面控件,试剂_S35_ROI Left,svg-reagent-s35-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
508,界面控件,试剂_S35_ROI Top,svg-reagent-s35-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
509,界面控件,试剂_S35_ROI Width,svg-reagent-s35-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
510,界面控件,试剂_S35_ROI Height,svg-reagent-s35-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
511,界面控件,试剂_S35_孔位Z参数面板,svg-reagent-s35-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
512,界面控件,试剂_S35_液体类型,svg-reagent-s35-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
513,界面控件,试剂_S35_Z-Travel安全移动高度,svg-reagent-s35-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
514,界面控件,试剂_S35_Z-Start探液高度,svg-reagent-s35-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
515,界面控件,试剂_S35_Z-End针尖最大下降深度,svg-reagent-s35-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
516,界面控件,试剂_S35_Z-Dispens吸液/排液高度,svg-reagent-s35-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
517,界面控件,试剂_S35_通道移液面板,svg-reagent-s35-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
518,界面控件,试剂_S35_移液孔位,svg-reagent-s35-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
519,界面控件,试剂_S35_移液液量,svg-reagent-s35-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
520,界面控件,试剂_S35_控制针,svg-reagent-s35-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
521,界面控件,试剂_S45_条码ROI面板,svg-reagent-s45-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
522,界面控件,试剂_S45_ROI Left,svg-reagent-s45-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
523,界面控件,试剂_S45_ROI Top,svg-reagent-s45-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
524,界面控件,试剂_S45_ROI Width,svg-reagent-s45-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
525,界面控件,试剂_S45_ROI Height,svg-reagent-s45-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
526,界面控件,试剂_S45_孔位Z参数面板,svg-reagent-s45-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
527,界面控件,试剂_S45_液体类型,svg-reagent-s45-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
528,界面控件,试剂_S45_Z-Travel安全移动高度,svg-reagent-s45-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
529,界面控件,试剂_S45_Z-Start探液高度,svg-reagent-s45-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
530,界面控件,试剂_S45_Z-End针尖最大下降深度,svg-reagent-s45-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
531,界面控件,试剂_S45_Z-Dispens吸液/排液高度,svg-reagent-s45-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
532,界面控件,试剂_S45_通道移液面板,svg-reagent-s45-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
533,界面控件,试剂_S45_移液孔位,svg-reagent-s45-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
534,界面控件,试剂_S45_移液液量,svg-reagent-s45-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
535,界面控件,试剂_S45_控制针,svg-reagent-s45-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
536,界面控件,试剂_S55_条码ROI面板,svg-reagent-s55-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
537,界面控件,试剂_S55_ROI Left,svg-reagent-s55-barcode-roi-left,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
538,界面控件,试剂_S55_ROI Top,svg-reagent-s55-barcode-roi-top,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
539,界面控件,试剂_S55_ROI Width,svg-reagent-s55-barcode-roi-width,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
540,界面控件,试剂_S55_ROI Height,svg-reagent-s55-barcode-roi-height,,,,,html-control,,,,选中对象后显示；条码 ROI 参数输入框。
541,界面控件,试剂_S55_孔位Z参数面板,svg-reagent-s55-well-engineering-card,,,,,html-control,,,,选中对象后显示；用于设置液体类型、Z-Travel、Z-Start、Z-End、Z-Dispens。
542,界面控件,试剂_S55_液体类型,svg-reagent-s55-liquid-class,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
543,界面控件,试剂_S55_Z-Travel安全移动高度,svg-reagent-s55-z-travel,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
544,界面控件,试剂_S55_Z-Start探液高度,svg-reagent-s55-z-start,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
545,界面控件,试剂_S55_Z-End针尖最大下降深度,svg-reagent-s55-z-end,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
546,界面控件,试剂_S55_Z-Dispens吸液/排液高度,svg-reagent-s55-z-dispens,,,,,html-control,,,,选中对象后显示；孔位移位工程参数。
547,界面控件,试剂_S55_通道移液面板,svg-reagent-s55-pipette-card,,,,,html-control,,,,选中对象后显示；基于当前孔位执行吸液、打液、液面探测和清空通道。
548,界面控件,试剂_S55_移液孔位,svg-reagent-s55-pipette-well,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
549,界面控件,试剂_S55_移液液量,svg-reagent-s55-pipette-volume,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
550,界面控件,试剂_S55_控制针,svg-reagent-s55-pipette-needle,,,,,html-control,,,,选中对象后显示；通道移液测试参数。
551,界面控件,试剂_S16_条码ROI面板,svg-reagent-s16-barcode-roi-card,,,,,html-control,,,,选中对象后显示；用于设置该玻片/试剂对象的条码扫描 ROI。
